These data correspond to a first-order exponential.
Time (min),Abs
0.0,0.2919987901074079
0.10101010101010101,0.1854216969266049
0.20202020202020202,0.2540691984057984
0.30303030303030304,0.26564669967330995
0.40404040404040403,0.48491697119202154
0.5050505050505051,0.3058441966690164
0.6060606060606061,0.4307102711333336
0.7070707070707071,0.526626072663002
0.8080808080808081,0.654192841199337
0.9090909090909091,0.7530836833211974
1.0101010101010102,0.6217793482950312
1.1111111111111112,0.5534029249021324
1.2121212121212122,0.6348697802173459
1.3131313131313131,0.6334393830982482
1.4141414141414141,0.8335671003840597
1.5151515151515151,0.7366257979889961
1.6161616161616161,0.8698089636970388
1.7171717171717171,0.7927498396314439
1.8181818181818181,0.7771387142246724
1.9191919191919191,0.8432159050754542
2.0202020202020203,0.8337505109463659
2.121212121212121,0.7331496613113289
2.2222222222222223,0.730368928124277
2.323232323232323,0.9413024557803902
2.4242424242424243,0.9619010852359233
2.525252525252525,0.9449122630442534
2.6262626262626263,0.8517292456234205
2.727272727272727,0.8382794599745684
2.8282828282828283,0.8937113968349127
2.929292929292929,0.8434099732725873
3.0303030303030303,1.0384869398691998
3.131313131313131,1.0946753056935616
3.2323232323232323,1.1760480843493086
3.3333333333333335,0.8902241990481944
3.4343434343434343,0.930673143646622
3.5353535353535355,0.7840821500524804
3.6363636363636362,1.014145896529858
3.7373737373737375,0.8505503679164319
3.8383838383838382,0.944231457525936
3.9393939393939394,0.7610311125625158
4.040404040404041,0.9755205743843635
4.141414141414141,1.125079841670095
4.242424242424242,0.9016501500252818
4.343434343434343,0.8845496279399606
4.444444444444445,0.9514927550707017
4.545454545454545,0.942596772706813
4.646464646464646,0.9815899320878874
4.747474747474747,0.7815266803728046
4.848484848484849,1.0019637195732727
4.94949494949495,0.9839855753720138
5.05050505050505,1.040399183182731
5.151515151515151,0.9922476658861863
5.252525252525253,1.1259570729871826
5.353535353535354,1.0056150195991198
5.454545454545454,0.9042203236229261
5.555555555555555,0.8568183033548384
5.656565656565657,0.8647307020913315
5.757575757575758,0.8790890000577143
5.858585858585858,0.8044110873504816
5.959595959595959,0.963585815333254
6.0606060606060606,0.9313330490165359
6.161616161616162,0.9191480734361207
6.262626262626262,0.9353885676228293
6.363636363636363,1.0065548397783257
6.4646464646464645,0.995115292980612
6.565656565656566,1.0465064037554486
6.666666666666667,0.8809682096884325
6.767676767676767,0.9765715154664902
6.8686868686868685,0.8481475811642094
6.96969696969697,1.059618707400763
7.070707070707071,1.0354877023909146
7.171717171717171,1.0967186279901957
7.2727272727272725,1.077301391774392
7.373737373737374,0.9192265640338445
7.474747474747475,0.8253215238086841
7.575757575757575,0.8156943007337267
7.6767676767676765,1.025800329608039
7.777777777777778,0.8219432945198044
7.878787878787879,1.0997141994761954
7.979797979797979,0.9116316126738595
8.080808080808081,0.824919164238268
8.181818181818182,0.8509954641452804
8.282828282828282,1.1702548287968801
8.383838383838384,1.0167451619769616
8.484848484848484,0.9534403881128424
8.585858585858587,1.0188622676989592
8.686868686868687,0.9890471227234147
8.787878787878787,0.9584792248075449
8.88888888888889,1.0667222036404453
8.98989898989899,0.8597545449536538
9.09090909090909,0.9358593980160735
9.191919191919192,0.8412296534297979
9.292929292929292,1.198371421089488
9.393939393939394,1.0325476893616399
9.494949494949495,1.0401691598116516
9.595959595959595,0.8466808801192545
9.696969696969697,0.933839345697872
9.797979797979798,0.9875144049945715
9.8989898989899,0.8135082352151738
10.0,1.140660479787555
